clip,start,,,,id
3003_40_YEAR_OLD_VIRGIN_00.48.14.303-00.48.15.656,00.48.14.303,00.48.15.656,00.48.13.980,00.48.15.980,[3003_PERSON4]
3003_40_YEAR_OLD_VIRGIN_00.48.29.077-00.48.30.794,00.48.29.077,00.48.30.794,00.48.28.936,00.48.30.936,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_00.48.41.613-00.48.45.370,00.48.41.613,00.48.45.370,00.48.41.613,00.48.45.370,_
3003_40_YEAR_OLD_VIRGIN_00.48.45.470-00.49.09.610,00.48.45.470,00.49.09.610,00.48.45.470,00.49.09.610,_
3003_40_YEAR_OLD_VIRGIN_00.49.09.710-00.49.11.876,00.49.09.710,00.49.11.876,00.49.09.710,00.49.11.876,_
3003_40_YEAR_OLD_VIRGIN_00.49.54.161-00.50.00.945,00.49.54.161,00.50.00.945,00.49.54.161,00.50.00.945,"[3003_PERSON1],[3003_PERSON5]"
3003_40_YEAR_OLD_VIRGIN_00.50.03.028-00.50.06.356,00.50.03.028,00.50.06.356,00.50.03.028,00.50.06.356,[3003_PERSON5]
3003_40_YEAR_OLD_VIRGIN_00.52.20.690-00.52.26.644,00.52.20.690,00.52.26.644,00.52.20.690,00.52.26.644,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_00.52.26.844-00.52.31.264,00.52.26.844,00.52.31.264,00.52.26.844,00.52.31.264,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_00.52.31.364-00.52.41.073,00.52.31.364,00.52.41.073,00.52.31.364,00.52.41.073,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_00.53.10.986-00.53.24.282,00.53.10.986,00.53.24.282,00.53.10.986,00.53.24.282,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_00.53.40.317-00.53.41.308,00.53.40.317,00.53.41.308,00.53.39.813,00.53.41.813,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_00.53.41.408-00.53.42.904,00.53.41.408,00.53.42.904,00.53.41.156,00.53.43.156,_
3003_40_YEAR_OLD_VIRGIN_00.54.34.915-00.54.45.451,00.54.34.915,00.54.45.451,00.54.34.915,00.54.45.451,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_00.55.09.962-00.55.19.197,00.55.09.962,00.55.19.197,00.55.09.962,00.55.19.197,[3003_PERSON6]
3003_40_YEAR_OLD_VIRGIN_00.55.48.200-00.55.51.617,00.55.48.200,00.55.51.617,00.55.48.200,00.55.51.617,[3003_PERSON5]
3003_40_YEAR_OLD_VIRGIN_00.56.10.980-00.56.17.012,00.56.10.980,00.56.17.012,00.56.10.980,00.56.17.012,"[3003_PERSON5],[3003_PERSON6]"
3003_40_YEAR_OLD_VIRGIN_00.56.47.964-00.56.49.949,00.56.47.964,00.56.49.949,00.56.47.957,00.56.49.957,[3003_PERSON6]
3003_40_YEAR_OLD_VIRGIN_00.57.20.058-00.57.20.572,00.57.20.058,00.57.20.572,00.57.19.315,00.57.21.315,[3003_PERSON5]
3003_40_YEAR_OLD_VIRGIN_00.57.20.672-00.57.23.823,00.57.20.672,00.57.23.823,00.57.20.672,00.57.23.823,_
3003_40_YEAR_OLD_VIRGIN_00.59.12.682-00.59.23.572,00.59.12.682,00.59.23.572,00.59.12.682,00.59.23.572,_
3003_40_YEAR_OLD_VIRGIN_00.59.23.672-00.59.27.435,00.59.23.672,00.59.27.435,00.59.23.672,00.59.27.435,[3003_PERSON5]
3003_40_YEAR_OLD_VIRGIN_00.59.28.247-00.59.35.721,00.59.28.247,00.59.35.721,00.59.28.247,00.59.35.721,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_00.59.35.821-00.59.46.647,00.59.35.821,00.59.46.647,00.59.35.821,00.59.46.647,_
3003_40_YEAR_OLD_VIRGIN_00.59.46.747-00.59.50.923,00.59.46.747,00.59.50.923,00.59.46.747,00.59.50.923,"[3003_PERSON6],[3003_PERSON1]"
3003_40_YEAR_OLD_VIRGIN_01.01.49.384-01.01.52.504,01.01.49.384,01.01.52.504,01.01.49.384,01.01.52.504,"[3003_PERSON4],[3003_PERSON5]"
3003_40_YEAR_OLD_VIRGIN_01.01.53.104-01.01.56.480,01.01.53.104,01.01.56.480,01.01.53.104,01.01.56.480,_
3003_40_YEAR_OLD_VIRGIN_01.02.06.959-01.02.11.623,01.02.06.959,01.02.11.623,01.02.06.959,01.02.11.623,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_01.02.11.723-01.02.15.164,01.02.11.723,01.02.15.164,01.02.11.723,01.02.15.164,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_01.02.42.585-01.02.44.855,01.02.42.585,01.02.44.855,01.02.42.585,01.02.44.855,_
3003_40_YEAR_OLD_VIRGIN_01.03.04.369-01.03.11.234,01.03.04.369,01.03.11.234,01.03.04.369,01.03.11.234,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_01.03.11.334-01.03.14.683,01.03.11.334,01.03.14.683,01.03.11.334,01.03.14.683,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_01.03.14.783-01.03.25.594,01.03.14.783,01.03.25.594,01.03.14.783,01.03.25.594,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_01.03.25.694-01.03.27.061,01.03.25.694,01.03.27.061,01.03.25.378,01.03.27.378,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_01.03.27.161-01.03.28.407,01.03.27.161,01.03.28.407,01.03.26.784,01.03.28.784,_
3003_40_YEAR_OLD_VIRGIN_01.03.39.793-01.04.08.638,01.03.39.793,01.04.08.638,01.03.39.793,01.04.08.638,_
3003_40_YEAR_OLD_VIRGIN_01.05.35.189-01.05.37.549,01.05.35.189,01.05.37.549,01.05.35.189,01.05.37.549,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_01.05.51.970-01.05.54.377,01.05.51.970,01.05.54.377,01.05.51.970,01.05.54.377,"[3003_PERSON14],[3003_PERSON13]"
3003_40_YEAR_OLD_VIRGIN_01.05.58.359-01.06.00.247,01.05.58.359,01.06.00.247,01.05.58.303,01.06.00.303,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_01.06.00.347-01.06.02.604,01.06.00.347,01.06.02.604,01.06.00.347,01.06.02.604,[3003_PERSON14]
3003_40_YEAR_OLD_VIRGIN_01.07.14.833-01.07.18.841,01.07.14.833,01.07.18.841,01.07.14.833,01.07.18.841,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_01.07.18.941-01.07.21.943,01.07.18.941,01.07.21.943,01.07.18.941,01.07.21.943,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_01.07.25.097-01.07.28.204,01.07.25.097,01.07.28.204,01.07.25.097,01.07.28.204,[3003_PERSON13]
3003_40_YEAR_OLD_VIRGIN_01.09.29.082-01.09.32.035,01.09.29.082,01.09.32.035,01.09.29.082,01.09.32.035,[3003_PERSON5]
3003_40_YEAR_OLD_VIRGIN_01.10.06.347-01.10.08.293,01.10.06.347,01.10.08.293,01.10.06.320,01.10.08.320,[3003_PERSON4]
3003_40_YEAR_OLD_VIRGIN_01.10.48.115-01.10.53.877,01.10.48.115,01.10.53.877,01.10.48.115,01.10.53.877,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_01.10.57.037-01.11.09.328,01.10.57.037,01.11.09.328,01.10.57.037,01.11.09.328,[3003_PERSON13]
3003_40_YEAR_OLD_VIRGIN_01.11.18.382-01.11.19.878,01.11.18.382,01.11.19.878,01.11.18.130,01.11.20.130,_
3003_40_YEAR_OLD_VIRGIN_01.12.41.700-01.12.44.302,01.12.41.700,01.12.44.302,01.12.41.700,01.12.44.302,_
3003_40_YEAR_OLD_VIRGIN_01.12.44.402-01.12.45.591,01.12.44.402,01.12.45.591,01.12.43.997,01.12.45.997,"[3003_PERSON1],[3003_PERSON13]"
3003_40_YEAR_OLD_VIRGIN_01.12.45.691-01.12.47.616,01.12.45.691,01.12.47.616,01.12.45.654,01.12.47.654,[3003_PERSON13]
3003_40_YEAR_OLD_VIRGIN_01.12.47.716-01.12.55.387,01.12.47.716,01.12.55.387,01.12.47.716,01.12.55.387,[3003_PERSON13]
3003_40_YEAR_OLD_VIRGIN_01.13.44.662-01.13.47.593,01.13.44.662,01.13.47.593,01.13.44.662,01.13.47.593,[3003_PERSON13]
3003_40_YEAR_OLD_VIRGIN_01.13.48.393-01.13.51.781,01.13.48.393,01.13.51.781,01.13.48.393,01.13.51.781,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_01.13.51.981-01.13.54.441,01.13.51.981,01.13.54.441,01.13.51.981,01.13.54.441,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_01.14.07.850-01.14.08.435,01.14.07.850,01.14.08.435,01.14.07.143,01.14.09.143,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_01.14.21.976-01.14.25.543,01.14.21.976,01.14.25.543,01.14.21.976,01.14.25.543,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_01.14.26.592-01.14.28.814,01.14.26.592,01.14.28.814,01.14.26.592,01.14.28.814,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_01.14.29.915-01.14.31.546,01.14.29.915,01.14.31.546,01.14.29.731,01.14.31.731,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_01.14.31.646-01.14.34.655,01.14.31.646,01.14.34.655,01.14.31.646,01.14.34.655,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_01.14.37.132-01.14.40.403,01.14.37.132,01.14.40.403,01.14.37.132,01.14.40.403,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_01.14.59.523-01.15.02.111,01.14.59.523,01.15.02.111,01.14.59.523,01.15.02.111,[3003_PERSON9]
3003_40_YEAR_OLD_VIRGIN_01.15.03.741-01.15.05.997,01.15.03.741,01.15.05.997,01.15.03.741,01.15.05.997,[3003_PERSON9]
3003_40_YEAR_OLD_VIRGIN_01.15.09.746-01.15.17.068,01.15.09.746,01.15.17.068,01.15.09.746,01.15.17.068,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_01.15.17.168-01.15.21.090,01.15.17.168,01.15.21.090,01.15.17.168,01.15.21.090,[3003_PERSON1]
3003_40_YEAR_OLD_VIRGIN_01.15.21.190-01.15.48.152,01.15.21.190,01.15.48.152,01.15.21.190,01.15.48.152,_
